#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
NP|1484|LA|HN3|36.05933|-118.91348|179.0|0.0|105.0|0.0|Episensor|429496.704|1.0|M/S**2|200.0|2003-04-18T18:00:00|3000-01-01T00:00:00
NP|1484|LC|HN3|36.05982|-118.91565|210.0|0.0|105.0|0.0|Episensor|429496.704|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|LT|HN3|36.06163|-118.92288|160.0|0.0|105.0|0.0|Episensor|429568.0|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|MS|HN3|36.0604|-118.92037|191.0|0.0|105.0|0.0|Episensor|429496.704|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|RA|HN3|36.06195|-118.92448|211.0|0.0|105.0|0.0|Episensor|429496.704|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|RC|HN3|36.06093|-118.92053|210.0|0.0|105.0|0.0|Episensor|429496.704|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|UT|HN3|36.06163|-118.92288|209.0|0.0|105.0|0.0|Episensor|429568.0|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|DS|HNZ|36.05862|-118.92277|170.0|0.0|0.0|-90.0|Episensor|429496.704|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|LA|HNZ|36.05933|-118.91348|179.0|0.0|0.0|-90.0|Episensor|429496.704|1.0|M/S**2|200.0|2003-04-18T18:00:00|3000-01-01T00:00:00
NP|1484|LC|HNZ|36.05982|-118.91565|210.0|0.0|0.0|-90.0|Episensor|429496.704|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|LT|HNZ|36.06163|-118.92288|160.0|0.0|0.0|-90.0|Episensor|429568.0|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|MS|HNZ|36.0604|-118.92037|191.0|0.0|0.0|-90.0|Episensor|426141.261|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|RA|HNZ|36.06195|-118.92448|211.0|0.0|0.0|-90.0|Episensor|429496.704|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|RC|HNZ|36.06093|-118.92053|210.0|0.0|0.0|-90.0|Episensor|429496.704|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1484|UT|HNZ|36.06163|-118.92288|209.0|0.0|0.0|-90.0|Episensor|429568.0|1.0|M/S**2|200.0|2000-08-18T18:00:00|3000-01-01T00:00:00
NP|1808||HNE|36.80179|-118.20398|1203.0|0.0|90.0|0.0|Episensor|426141.261|1.0|M/S**2|200.0|2001-07-17T18:00:00|2020-06-05T18:00:00
NP|1808||HNN|36.80179|-118.20398|1203.0|0.0|360.0|0.0|Episensor|426141.261|1.0|M/S**2|200.0|2001-07-17T18:00:00|2020-06-05T18:00:00
NP|1808||HNZ|36.80179|-118.20398|1203.0|0.0|0.0|-90.0|Episensor|429496.704|1.0|M/S**2|200.0|2001-07-17T18:00:00|2020-06-05T18:00:00
NP|1809||HNE|36.10954|-117.95651|1092.0|0.0|90.0|0.0|Episensor|429496.704|1.0|M/S**2|200.0|2001-07-17T18:00:00|2020-10-14T18:00:00
NP|1809||HNN|36.10954|-117.95651|1092.0|0.0|360.0|0.0|Episensor|429496.704|1.0|M/S**2|200.0|2001-07-17T18:00:00|2020-10-14T18:00:00
NP|1809||HNZ|36.10954|-117.95651|1092.0|0.0|0.0|-90.0|Episensor|426141.261|1.0|M/S**2|200.0|2001-07-17T18:00:00|2020-10-14T18:00:00
NP|5419||HNE|35.64906|-117.66187|689.0|0.0|90.0|0.0|Episensor|426141.261|1.0|M/S**2|200.0|2001-02-21T18:00:00|2019-07-08T18:00:00
NP|5419||HNN|35.64906|-117.66187|689.0|0.0|360.0|0.0|Episensor|429496.704|1.0|M/S**2|200.0|2001-02-21T18:00:00|2019-07-08T18:00:00
NP|5419||HNZ|35.64906|-117.66187|689.0|0.0|0.0|-90.0|Episensor|429496.704|1.0|M/S**2|200.0|2001-02-21T18:00:00|2019-07-08T18:00:00
PB|B916||EH1|36.1925|-117.6685|1859.9|166.9|181.0|0.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-03-14T00:00:00|3000-01-01T00:00:00
PB|B916||EH2|36.1925|-117.6685|1859.9|166.9|271.0|0.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-03-14T00:00:00|3000-01-01T00:00:00
PB|B916||EHZ|36.1925|-117.6685|1859.9|166.9|0.0|-90.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-03-14T00:00:00|3000-01-01T00:00:00
PB|B917||EH1|35.4053|-117.2588|1192.0|155.4|27.0|0.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-07-15T00:00:00|3000-01-01T00:00:00
PB|B917||EH2|35.4053|-117.2588|1192.0|155.4|117.0|0.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-07-15T00:00:00|3000-01-01T00:00:00
PB|B917||EHZ|35.4053|-117.2588|1192.0|155.4|0.0|-90.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-07-15T00:00:00|3000-01-01T00:00:00
PB|B918||EH1|35.9357|-117.6017|1042.6|189.9|344.5|0.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-06-23T00:00:00|3000-01-01T00:00:00
PB|B918||EH2|35.9357|-117.6017|1042.6|189.9|254.5|0.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-06-23T00:00:00|3000-01-01T00:00:00
PB|B918||EHZ|35.9357|-117.6017|1042.6|189.9|0.0|-90.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-06-23T00:00:00|3000-01-01T00:00:00
PB|B921||EH1|35.5865|-117.4622|694.5|139.9|10.5|0.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-06-04T00:00:00|3000-01-01T00:00:00
PB|B921||EH2|35.5865|-117.4622|694.5|139.9|100.5|0.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-06-04T00:00:00|3000-01-01T00:00:00
PB|B921||EHZ|35.5865|-117.4622|694.5|139.9|0.0|-90.0|HS-1-LT/Quanterra 330 Linear Phase Composite|781398000.0|20.0|M/S|100.0|2008-06-04T00:00:00|3000-01-01T00:00:00
